GHSA ID,CVE ID,Severity,Package,Ecosystem,Summary,KEV
GHSA-8m97-xc46-rw9w,CVE-2016-2041,HIGH,phpmyadmin/phpmyadmin,Packagist,phpMyAdmin Unsafe comparison of XSRF/CSRF token,
GHSA-69gw-v5ph-6vxq,CVE-2017-10844,HIGH,baserproject/basercms,Packagist,Code Injection in baserCMS,
GHSA-rv63-gqm8-9w8q,CVE-2016-4970,HIGH,io.netty:netty-handler,Maven,Loop with Unreachable Exit Condition in Netty,
GHSA-p7vm-phxx-g722,CVE-2017-9801,HIGH,org.apache.commons:commons-email,Maven,Improper Input Validation in Apache Commons Email,
GHSA-r4ph-mx67-x58p,CVE-2020-13997,HIGH,shopware/core,Packagist,Shopware database password is leaked to an unauthenticated users,
GHSA-8xv4-c7rq-j577,CVE-2020-1037,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore Remote Code Execution Vulnerability,
GHSA-49cw-434h-qc57,CVE-2016-3105,HIGH,mercurial,PyPI,Mercurial vulnerable to arbitrary code execution when converting Git repos,
GHSA-9x97-x2p9-hvpf,CVE-2013-2516,HIGH,fileutils,RubyGems,Fileutils Command Injection vulnerability,
GHSA-cq5g-924m-7fxh,CVE-2012-5505,HIGH,Plone,PyPI,Plone Information Disclosure,
GHSA-5f6p-4hxq-rjxm,CVE-2015-8814,HIGH,Umbraco.CMS,NuGet,Umbraco CMS vulnerable to CSRF,
GHSA-g549-jfg6-98ch,CVE-2018-0994,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-fjj8-gv4j-953p,CVE-2016-0186,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-v3h8-rw48-h4gr,CVE-2011-5034,HIGH,org.apache.geronimo:geronimo,Maven,Apache Geronimo Hash Collisions Cause DoS,
GHSA-gq26-cpq6-w85r,CVE-2013-2228,HIGH,salt,PyPI,SaltStack RSA Key Generation allows remote users to decrypt communications,
GHSA-wrwq-4f2h-qxj8,CVE-2020-2264,HIGH,org.jenkins-ci.plugins:custom-job-icon,Maven,Stored XSS vulnerability in Custom Job Icon Plugin,
GHSA-8x3m-m3x9-54fj,CVE-2018-7206,HIGH,oauthenticator,PyPI,JupyterHub OAuthenticator elevation of privilege,
GHSA-qvq6-cw53-rmwg,CVE-2010-3708,HIGH,org.drools:drools-core,Maven,Drools Improper Input Validation vulnerability allows remote attackers to execute arbitrary code in JBoss EAP,
GHSA-7gfx-wxfh-7rvm,CVE-2018-13982,HIGH,smarty/smarty,Packagist,Smarty Path Traversal Vulnerability,
GHSA-2589-r26x-mh8p,CVE-2018-8503,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-wc52-2xwv-h7xr,CVE-2018-0873,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-6mv3-p2gr-wgqf,CVE-2014-2828,HIGH,keystone,PyPI,OpenStack Identity (Keystone) DoS through V3 API authentication chaining,
GHSA-pc24-753j-gmqf,CVE-2019-10311,HIGH,org.jenkins-ci.plugins:ansible-tower,Maven,Jenkins Ansible Tower Plugin missing permission check,
GHSA-r9jw-mwhq-wp62,CVE-2017-11424,HIGH,pyjwt,PyPI,PyJWT vulnerable to key confusion attacks,
GHSA-85hw-w436-c725,CVE-2018-11758,HIGH,org.apache.cayenne:cayenne-parent,Maven,XML External Entity Reference in Apache Cayenne,
GHSA-qf38-f2fr-q4x9,CVE-2018-1999002,HIGH,org.jenkins-ci.main:jenkins-core,Maven,Improper Input Validation in Jenkins,
GHSA-whmq-v94q-34p9,CVE-2013-1965,HIGH,org.apache.struts:struts2-core,Maven,Improper Control of Generation of Code in Apache Struts,
GHSA-vpcv-78cp-whr3,CVE-2017-9790,HIGH,org.apache.mesos:mesos,Maven,Use after free in Apache Mesos,
GHSA-f5wx-w2f9-82gh,CVE-2020-2108,HIGH,org.jenkins-ci.plugins:websphere-deployer,Maven,XXE vulnerability in Jenkins WebSphere Deployer Plugin,
GHSA-2j5w-cwc3-8hxw,CVE-2019-16558,HIGH,com.inflectra.spiratest.plugins:inflectra-spira-integration,Maven,Improper Certificate Validation in Jenkins Spira Importer Plugin,
GHSA-j7fx-v37j-v3w7,CVE-2018-20465,HIGH,craftcms/cms,Packagist,Craft CMS Vulnerable to Server-Side Template Injection,
GHSA-hmjv-px3j-933c,CVE-2019-16530,HIGH,org.sonatype.nexus:nexus-repository,Maven,Unrestricted Upload of File with Dangerous Type in Sonatype Nexus Repository Manager,
GHSA-6px8-22w5-w334,CVE-2019-0564,HIGH,Microsoft.AspNetCore.WebSockets,NuGet,Denial of service in ASP.NET Core,
GHSA-qvqm-h22r-4cp9,CVE-2018-15133,HIGH,laravel/framework,Packagist,Laravel Framework RCE Vulnerability,
GHSA-jrqm-v8cv-53ww,CVE-2019-5885,HIGH,matrix-synapse,PyPI,Matrix Synapse Predictable Secret Key,
GHSA-cgvf-22vv-83h5,CVE-2015-7611,HIGH,org.apache.james:james-server,Maven,Apache James Server OS Command Injection,
GHSA-j6f7-hghw-g437,CVE-2016-9964,HIGH,bottle,PyPI,bottle.py vulnerable to CRLF Injection,
GHSA-v797-hfv8-v2xm,CVE-2019-7849,HIGH,magento/community-edition,Packagist,Magento 2 Community Edition Session Fixation Check,
GHSA-f2h7-4f84-8qrm,CVE-2017-5192,HIGH,salt,PyPI,SaltStack Salt Authentication Bypass when using the local_batch client from salt-api,
GHSA-6xc7-4cx8-j3xc,CVE-2017-5936,HIGH,nova-lxd,PyPI,OpenStack Nova-LXD bypass security restrictions,
GHSA-2c9q-qwrc-f486,CVE-2014-3530,HIGH,org.picketlink:picketlink-common,Maven,XML External Entity Reference in org.picketlink:picketlink-common,
GHSA-9vjf-jjcq-3gh7,CVE-2016-3630,HIGH,mercurial,PyPI,Mercurial arbitrary code execution vulnerability,
GHSA-v4mq-p756-p4f5,CVE-2018-13864,HIGH,com.typesafe.play:play_2.12,Maven,Play Framework's Assets controller vulnerable to directory traversal,
GHSA-f9q6-69fh-4w5w,CVE-2016-1000001,HIGH,flask-oidc,PyPI,flask-oidc Open Redirect vulnerability,
GHSA-cjw4-2w9r-r8mv,CVE-2019-12410,HIGH,pyarrow,PyPI,Missing Initialization of Resource in Apache Arrow,
GHSA-xc4g-7vw8-924h,CVE-2012-3447,HIGH,nova,PyPI,Arbitrary file overwrite in OpenStack Nova,
GHSA-75cw-5cgv-g853,CVE-2014-3429,HIGH,ipython,PyPI,IPython Notebook vulnerable to improper validation of the origin of websocket requests ,
GHSA-vgxq-xv7f-jxjx,CVE-2018-8290,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-pm9m-w23q-5967,CVE-2015-7503,HIGH,zendframework/zendframework,Packagist,Zend Framework Information Disclosure,
GHSA-5h6x-m52p-23ph,CVE-2019-0223,HIGH,org.apache.qpid:proton-j,Maven,Improper Certificate Validation in Apache Qpid Proton,
GHSA-527r-mfmj-prqf,CVE-2016-3072,HIGH,katello,RubyGems,Katello SQL Injection vulnerabilities,
GHSA-923w-9p3x-hmgw,CVE-2019-10301,HIGH,org.jenkins-ci.plugins:gitlab-plugin,Maven,Jenkins GitLab Plugin missing permission checks,
GHSA-p498-rpcw-3578,CVE-2018-1000012,HIGH,org.jvnet.hudson.plugins:warnings,Maven,XXE vulnerability Jenkins Warnings Plugin,
GHSA-5ggr-mpgw-3mgx,CVE-2016-1182,HIGH,org.apache.struts:struts-core,Maven,Improper Input Validation in Apache Struts,
GHSA-86hp-xrhj-fhpq,CVE-2019-12747,HIGH,typo3/cms-core,Packagist,Typo3 Vulnerable to Insecure Deserialization,
GHSA-67xp-4726-4978,CVE-2020-0710,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-cvvx-r33m-v7pq,CVE-2015-0899,HIGH,org.apache.struts:struts-core,Maven,Improper Input Validation in Apache Struts,
GHSA-4258-vcjw-wwxx,CVE-2021-31605,HIGH,openvpn-monitor,PyPI,furlongm openvpn-monitor command injection,
GHSA-f5r8-7h4f-jr9x,CVE-2020-25629,HIGH,moodle/moodle,Packagist,Moodle incorrect access control,
GHSA-wfj3-535m-p6fx,CVE-2017-1000391,HIGH,org.jenkins-ci.main:jenkins-core,Maven,Improper Input Validation in Jenkins,
GHSA-c5r9-rx53-q3gf,CVE-2021-21696,HIGH,org.jenkins-ci.main:jenkins-core,Maven,Agent-to-controller access control allowed writing to sensitive directory used by Jenkins Pipeline: Shared Groovy Libraries Plugin,
GHSA-v7xh-h48c-xw5f,CVE-2021-21633,HIGH,org.jenkins-ci.plugins:dependency-track,Maven,CSRF vulnerability and in Jenkins OWASP Dependency-Track Plugin allow capturing credentials,
GHSA-723p-9rcj-xv8j,CVE-2020-2123,HIGH,org.jenkins-ci.plugins:radargun,Maven,RCE vulnerability in RadarGun Plugin,
GHSA-j984-q4qc-6qxf,CVE-2015-7558,HIGH,librsvg,crates.io,librsvg DoS via Cyclic References,
GHSA-773h-w45w-f2f9,CVE-2022-21144,HIGH,libxmljs,npm,Denial of service vulnerability exists in libxmljs,
GHSA-p3rw-88pp-w4jh,CVE-2017-0236,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-5fp8-c45m-256p,CVE-2021-42250,HIGH,apache-superset,PyPI,Improper Encoding or Escaping of Output in Apache Superset,
GHSA-8884-xcr4-r68p,CVE-2017-8585,HIGH,Microsoft.NETCore.App,NuGet,Improper Input Validation in Microsoft.NETCore.App,
GHSA-fmrf-gvjp-5j5g,CVE-2022-29179,HIGH,github.com/cilium/cilium,Go,Improper Privilege Management in Cilium,
GHSA-62fp-j75q-mqhc,CVE-2019-10437,HIGH,org.jenkins-ci.plugins:crx-content-package-deployer,Maven,Jenkins CRX Content Package Deployer Plugin subject to Cross-Site Request Forgery,
GHSA-j8qv-mj4r-6fw4,CVE-2018-1999001,HIGH,org.jenkins-ci.main:jenkins-core,Maven,Improper Input Validation in Jenkins,
GHSA-6pcv-qqx4-mxm3,CVE-2018-1002103,HIGH,k8s.io/minikube,Go,Minikube RCE via DNS Rebinding,
GHSA-5r8q-9fwv-2gpr,CVE-2019-1003044,HIGH,org.jenkins-ci.plugins:slack,Maven,Jenkins Slack Notification Plugin CSRF vulnerability and missing permission checks,
GHSA-5hxp-3237-j2hp,CVE-2018-8139,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-hx79-x87c-hgm3,CVE-2020-5590,HIGH,ec-cube/ec-cube,Packagist,EC-CUBE Directory traversal vulnerability,
GHSA-984m-rj28-8c6x,CVE-2015-7315,HIGH,Products.CMFPlone,PyPI,Plone unauthorized member addition vulnerability,
GHSA-85c5-ccm8-vr96,CVE-2019-14243,HIGH,github.com/mastercactapus/proxyprotocol,Go,mastercactapus proxyprotocol vulnerable to denial of service,
GHSA-mr5m-2385-2vcp,CVE-2020-11610,HIGH,xdlocalstorage,npm,xdlocalstorage does not verify request origin,
GHSA-gwwq-54qp-9pgp,CVE-2015-1786,HIGH,zendframework/zendframework,Packagist,Zend Framework CSRF Vulnerability,
GHSA-g323-fr93-4j3c,CVE-2022-1473,HIGH,openssl-src,crates.io,Resource leakage when decoding certificates and keys,
GHSA-47h6-hfpv-7phj,CVE-2019-8159,HIGH,magento/community-edition,Packagist,Magento 2 Community Edition RCE Vulnerability,
GHSA-w4mj-xwvw-382f,CVE-2016-7190,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-x394-g9j8-x7mf,CVE-2018-12613,HIGH,phpmyadmin/phpmyadmin,Packagist,phpMyAdmin Improper Authentication,
GHSA-5g7f-p7jg-v6mv,CVE-2014-4998,HIGH,lean-ruport,RubyGems,lean-ruport allows local users to obtain sensitive information by listing the process,
GHSA-7rw5-6pr4-fgh3,CVE-2020-13155,HIGH,nukeviet/nukeviet,Packagist,NukeViet Cross-Site Request Forgery (CSRF),
GHSA-36c3-jcm2-rm3j,CVE-2016-7194,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-c38m-v4m2-524v,CVE-2011-3190,HIGH,org.apache.tomcat:tomcat,Maven,Apache Tomcat Allows Remote Attackers to Spoof AJP Requests,
GHSA-f9jc-rrm2-pmfg,CVE-2017-11883,HIGH,Microsoft.AspNetCore.Server.WebListener,NuGet,Denial of service in ASP.NET Core,
GHSA-rr33-j5p5-ppf8,CVE-2021-40822,HIGH,org.geoserver:gs-main,Maven,GeoServer allows SSRF via the option for setting a proxy host,
GHSA-cqf7-ff9h-7967,CVE-2015-5145,HIGH,Django,PyPI,Django ReDoS in validators.URLValidator,
GHSA-f6vf-465r-h42p,CVE-2016-2164,HIGH,org.apache.openmeetings:openmeetings-parent,Maven,Apache OpenMeetings allows remote attackers to read arbitrary files by attempting to upload a file,
GHSA-v5c9-mmw9-829q,CVE-2008-5619,HIGH,phpmailer/phpmailer,Packagist,PHPMailer susceptible to arbitrary code execution,
GHSA-w47p-5q88-hj5g,CVE-2016-0709,HIGH,org.apache.portals.jetspeed-2:jetspeed,Maven,Path Traversal in Apache Jetspeed,
GHSA-f38p-mq64-h784,CVE-2016-4974,HIGH,org.apache.qpid:qpid-jms-client,Maven,Improper Input Validation in Apache Qpid AMQP 0-x JMS,
GHSA-f6fm-r26q-p747,CVE-2022-30617,HIGH,strapi,npm,Improper Removal of Sensitive Information Before Storage or Transfer in Strapi,
GHSA-c3cg-mv5w-cvw8,CVE-2020-2120,HIGH,org.jenkins-ci.plugins:fitnesse,Maven,XXE vulnerability in FitNesse Plugin,
GHSA-p7f2-rr42-m9xm,CVE-2017-0900,HIGH,rubygems-update,RubyGems,RubyGems Improper Input Validation vulnerability,
GHSA-v6rp-3r3v-hf4p,CVE-2017-14033,HIGH,openssl,RubyGems,Ruby OpenSSL DoS Vulnerability,
GHSA-4v6q-gjm6-6vv4,CVE-2019-1002,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE via Out-of-bounds write,
GHSA-p6m5-h7pp-v2x5,CVE-2009-3695,HIGH,Django,PyPI,Django Regex Algorithmic Complexity Causes Denial of Service,
GHSA-2j23-fwqm-mgwr,CVE-2019-19687,HIGH,keystone,PyPI,OpenStack Keystone Credential Leakage,
GHSA-jj23-fj2v-m872,CVE-2009-4762,HIGH,moin,PyPI,MoinMoin Improper Access Control vulnerability,
GHSA-c6mx-gwgr-mfm2,CVE-2018-0995,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-hgjr-xwj3-jfvw,CVE-2016-9606,HIGH,org.jboss.resteasy:resteasy-bom,Maven,JBoss RESTEasy vulnerable to Improper Input Validation,
GHSA-x7r7-wmj8-vv5g,CVE-2022-1430,HIGH,OctoPrint,PyPI,Cross-site Scripting in OctoPrint,
GHSA-c4mp-h3m2-h5mc,CVE-2018-1000054,HIGH,org.jvnet.hudson.plugins:ccm,Maven,Jenkins CCM Plugin vulnerable to Improper Restriction of XML External Entity Reference,
GHSA-774g-r3fm-4v85,CVE-2017-1000090,HIGH,org.jenkins-ci.plugins:role-strategy,Maven,CSRF vulnerability in Jenkins Role-based Authorization Strategy Plugin configuration,
GHSA-3vcx-w94h-68vg,CVE-2018-1000055,HIGH,org.jvnet.hudson.plugins:android-lint,Maven,XXE vulnerability in Jenkins Android Lint Plugin,
GHSA-wwm6-r38h-ppg7,CVE-2018-8280,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-ph28-wwfj-fv7f,CVE-2022-25862,HIGH,sds,npm,Prototype Pollution in sds,
GHSA-qgj4-rc8m-44mq,CVE-2020-2220,HIGH,org.jenkins-ci.main:jenkins-core,Maven,Stored XSS vulnerability in Jenkins job build time trend,
GHSA-99xj-xqc9-98hr,CVE-2017-1000017,HIGH,phpmyadmin/phpmyadmin,Packagist,phpMyAdmin SSRF in replication,
GHSA-556q-h4vr-pgh2,CVE-2015-8379,HIGH,cakephp/cakephp,Packagist,CakePHP might allow remote attackers to bypass CSRF protection mechanism via the _method parameter,
GHSA-g569-49wg-jx5f,CVE-2017-15696,HIGH,org.apache.geode:geode-core,Maven,Apache Geode configuration request authorization vulnerability,
GHSA-wmrg-w9vg-7jqx,CVE-2019-7865,HIGH,magento/community-edition,Packagist,Magento 2 Community Edition CSRF Vulnerability,
GHSA-f73h-224c-62qr,CVE-2019-8151,HIGH,magento/community-edition,Packagist,Magento Server-Side Request Forgery (SSRF),
GHSA-7rjv-q3pp-wc4p,CVE-2022-30962,HIGH,org.jenkins-ci.plugins:global-variable-string-parameter,Maven,Cross-site Scripting in Jenkins Global Variable String Parameter Plugin,
GHSA-qx72-q6w3-qgc7,CVE-2020-35662,HIGH,salt,PyPI,SaltStack Salt Improper SSL Certificate Validation,
GHSA-q564-vvx8-9388,CVE-2020-2280,HIGH,org.jvnet.hudson.plugins:warnings,Maven,CSRF vulnerability in Jenkins warnings Plugin allows remote code execution,
GHSA-8mpq-fmr3-6jxv,CVE-2015-1340,HIGH,github.com/lxc/lxd,Go,LXD vulnerable to Race Condition,
GHSA-cj7g-h7rf-h8j9,CVE-2020-13948,HIGH,apache-superset,PyPI,Apache Superset OS Command Injection,
GHSA-h9h7-4jfm-3fxr,CVE-2018-0872,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-j5qh-cp3p-2h87,CVE-2014-2741,HIGH,org.igniterealtime.openfire:parent,Maven,Ignite Realtime Openfire vulnerable to XMPPbomb attack,
GHSA-jwqr-jcwp-445w,CVE-2018-13067,HIGH,opencart/opencart,Packagist,OpenCart Cross-Site Request Forgery (CSRF),
GHSA-2xrc-27mc-638q,CVE-2018-8624,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore Remote code execution Vulnerability,
GHSA-vfcg-5ggc-3rxx,CVE-2012-2146,HIGH,Elixir,PyPI,Elixir can leak information due to weak use of crypto,
GHSA-8823-xphr-qw9v,CVE-2013-2100,HIGH,portage,PyPI,Gentoo Portage does not verify X.509 certificates from SSL servers,
GHSA-h5hw-qrrw-vfxg,CVE-2018-0954,HIGH,Microsoft.ChakraCore,NuGet,ChakraCore RCE Vulnerability,
GHSA-jvx9-rj3w-jq99,CVE-2017-7667,HIGH,org.apache.nifi:nifi,Maven,Origin Validation Error in Apache NiFi ,
GHSA-3g2p-7c6p-vj8c,CVE-2013-1909,HIGH,qpid-python,PyPI,Apache Qpid Python client Improper certificate validation,
GHSA-5pmp-7wc9-v7vw,CVE-2022-30963,HIGH,org.jenkins-ci.plugins:JDK_Parameter_Plugin,Maven,Cross-site Scripting in Jenkins JDK Parameter Plugin,
GHSA-qvhf-3567-pc4v,CVE-2020-2135,HIGH,org.jenkins-ci.plugins:script-security,Maven,Sandbox bypass vulnerability in Script Security Plugin,
GHSA-r58r-74gx-6wx3,CVE-2017-15412,HIGH,nokogiri,RubyGems,"Nokogiri gem, via libxml, is affected by DoS vulnerabilities",
GHSA-46rr-87h4-f5q6,CVE-2019-16561,HIGH,org.jenkins-ci.plugins:websphere-deployer,Maven,SSL/TLS certificate validation globally and unconditionally disabled by Jenkins WebSphere Deployer Plugin ,
GHSA-45gj-78hc-4mvc,CVE-2019-8134,HIGH,magento/community-edition,Packagist,Magento SQL injection via marketing account with access to email templates variables,
GHSA-v646-rx6w-r3qq,CVE-2016-5388,HIGH,org.apache.tomcat:tomcat-catalina,Maven,Improper Access Control in Apache Tomcat,
GHSA-3g56-2hh3-35ph,CVE-2015-7529,HIGH,sosreport,PyPI,SoSReport Predictable Tmp File Names,
GHSA-p5jh-8rxp-wqjj,CVE-2020-2244,HIGH,com.sonyericsson.jenkins.plugins.bfa:build-failure-analyzer,Maven,XSS vulnerability in Jenkins Build Failure Analyzer Plugin,
GHSA-5gq7-826w-8282,CVE-2021-3846,HIGH,grumpydictator/firefly-iii,Packagist,Unrestricted File Upload vulnerability in Firefly III,
GHSA-q4qm-fv7m-8rf7,CVE-2022-3772,HIGH,noumo/easyii,Packagist,Duplicate Advisory: Cross-Site Request Forgery in easyii CMS,
GHSA-3fhq-72hw-jqwv,CVE-2022-3371,HIGH,rdiffweb,PyPI,rdiffweb's lack of token name length limit can result in DoS or memory corruption,
GHSA-x4q7-m6fp-4v9v,CVE-2022-35944,HIGH,october/system,Packagist,October CMS Safe Mode bypass leads to authenticated Remote Code Execution,
GHSA-7qw2-h9gj-hcvh,CVE-2022-43406,HIGH,org.jenkins-ci.plugins.workflow:workflow-cps-global-lib,Maven,Sandbox bypass vulnerability in Jenkins Pipeline: Deprecated Groovy Libraries Plugin,
GHSA-297f-r9w7-w492,CVE-2022-42344,HIGH,magento/community-edition,Packagist,Magento Improper input validation vulnerability,
GHSA-7vr5-72w7-q6jc,CVE-2022-43401,HIGH,org.jenkins-ci.plugins:script-security,Maven,Sandbox bypass vulnerabilities in Jenkins Script Security Plugin and in Pipeline: Groovy Plugin,
GHSA-r29w-r9ph-vm76,CVE-2022-41704,HIGH,org.apache.xmlgraphics:batik,Maven,Apache XML Graphics Batik vulnerable to code execution via SVG.,
GHSA-5p8w-2mvw-38pv,CVE-2022-39300,HIGH,node-saml,npm,Signature bypass via multiple root elements,
GHSA-mjr5-v9c9-mm7g,CVE-2022-40277,HIGH,joplin,npm,Joplin Remote Code Execution,
GHSA-398j-f7m7-795j,CVE-2012-0796,HIGH,phpmailer/phpmailer,Packagist,PHPMailer vulnerable to email header injection,
GHSA-q6f6-6c4p-xph4,CVE-2022-43416,HIGH,org.jenkins-ci.plugins:katalon,Maven,Jenkins Katalon Plugin vulnerable to Protection Mechanism Failure,
GHSA-vf5v-6wjm-vr7v,CVE-2022-43425,HIGH,io.jenkins.plugins:custom-checkbox-parameter,Maven,Stored XSS vulnerability in Jenkins Custom Checkbox Parameter Plugin,
GHSA-mqqv-chpx-vq25,CVE-2020-7711,HIGH,github.com/russellhaering/goxmldsig,Go,goxmldsig vulnerable to crash on nil-pointer dereference caused by sending malformed XML signatures,
GHSA-4f63-89w9-3jjv,CVE-2022-3358,HIGH,openssl-src,crates.io,Using a Custom Cipher with `NID_undef` may lead to NULL encryption,
GHSA-4hjj-9gp7-4frg,CVE-2022-43405,HIGH,io.jenkins.plugins:pipeline-groovy-lib,Maven,Sandbox bypass vulnerability in Jenkins Pipeline: Groovy Libraries Plugin and Pipeline: Deprecated Groovy Libraries Plugin,
GHSA-2c6m-6gqh-6qg3,CVE-2022-39321,HIGH,actions/runner,GitHub Actions,Docker Command Escaping in the GitHub Actions Runner,
GHSA-xjr3-fwp9-9g96,CVE-2022-2986,HIGH,moodle/moodle,Packagist,Moodle Cross-Site Request Forgery (CSRF),
GHSA-hhq3-ff78-jv3g,CVE-2022-37599,HIGH,loader-utils,npm,loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS),
GHSA-f42p-vc8p-7x54,CVE-2022-41547,HIGH,mobsf,PyPI,MobSF allows attackers to read arbitrary files via a crafted HTTP request,
GHSA-67x4-qr35-qvrm,CVE-2022-39273,HIGH,github.com/flyteorg/flyteadmin,Go,FlyteAdmin's Default OAuth Authorization Server secret must be rotated,
GHSA-7rrj-hqv6-fvpp,CVE-2022-43435,HIGH,org.jenkins-ci.plugins.plugin:fireline,Maven,Content-Security-Policy protection for user content can be disabled in Jenkins 360 FireLine Plugin,
GHSA-w67g-6gjv-c599,CVE-2022-42906,HIGH,powerline-gitstatus,PyPI,Powerline Gitstatus vulnerable to arbitrary code execution,
GHSA-47xc-9rr2-q7p4,CVE-2022-39327,HIGH,azure-cli,PyPI,Improper Control of Generation of Code ('Code Injection') in Azure CLI,
GHSA-hrrm-895h-xh34,CVE-2022-3389,HIGH,rdiffweb,PyPI,rdiffweb Path Traversal vulnerability,
GHSA-hff2-x2j9-gxgv,CVE-2022-3500,HIGH,keylime,PyPI,Keylime: unhandled exceptions could lead to invalid attestation states,
GHSA-vw39-2wj9-4q86,CVE-2022-42731,HIGH,django-mfa2,PyPI,django-mfa2 vulnerable to MFA Replay attack,
GHSA-cr84-xvw4-qx3c,CVE-2022-25918,HIGH,shescape,npm,Inefficient Regular Expression Complexity in shescape ,
GHSA-cm22-88qr-7ffh,CVE-2022-42188,HIGH,lavalite/cms,Packagist,Lavalite vulnerable to Arbitrary File Read via Directory Traversal,
GHSA-38hf-c37x-32hv,CVE-2022-40922,HIGH,lief,PyPI,LIEF vulnerable to denial of service through segmentation fault,
GHSA-33c9-rppf-m7fq,CVE-2022-42092,HIGH,backdrop/backdrop,Packagist,Backdrop CMS Unrestricted File Upload vulnerability,
GHSA-qj6r-fhrc-jj5r,CVE-2022-36023,HIGH,github.com/hyperledger/fabric,Go,Remote denial of service in Hyperledger Fabric Gateway,
GHSA-jc69-hjw2-fm86,CVE-2022-41828,HIGH,com.amazon.redshift:redshift-jdbc42,Maven,com.amazon.redshift:redshift-jdbc42 vulnerable to remote command execution,
GHSA-xp3r-9wx8-q2mm,CVE-2022-43428,HIGH,com.compuware.jenkins:compuware-topaz-for-total-test,Maven,Agent-to-controller security bypass vulnerabilities in Jenkins Compuware Topaz for Total Test Plugin,
GHSA-69ch-w2m2-3vjp,CVE-2022-32149,HIGH,golang.org/x/text,Go,golang.org/x/text/language Denial of service via crafted Accept-Language header,
GHSA-9398-5ghf-7pr6,CVE-2022-39294,HIGH,conduit-hyper,crates.io,conduit-hyper vulnerable to Denial of Service from unchecked request length,
GHSA-wmfh-h3vm-rcxm,CVE-2022-43434,HIGH,io.jenkins.plugins:neuvector-vulnerability-scanner,Maven,Content-Security-Policy protection for user content disabled by Jenkins NeuVector Vulnerability Scanner Plugin,
GHSA-455w-c45v-86rg,CVE-2022-39288,HIGH,fastify,npm,fastify vulnerable to denial of service via malicious Content-Type,
GHSA-cpx3-93w7-457x,CVE-2022-3697,HIGH,ansible,PyPI,Ansible leaks password to logs,
GHSA-cvxj-4745-843x,CVE-2022-43433,HIGH,io.jenkins.plugins:screenrecorder,Maven,Content-Security-Policy protection for user content disabled by Jenkins ScreenRecorder Plugin,
GHSA-93m7-c69f-5cfj,CVE-2020-25614,HIGH,github.com/antchfx/xmlquery,Go,"xmlquery lacks check for whether LoadURL response is in XML format, causing denial of service",
GHSA-f8q6-p94x-37v3,CVE-2022-3517,HIGH,minimatch,npm,minimatch ReDoS vulnerability,
GHSA-9rpw-2h95-666c,CVE-2022-2529,HIGH,github.com/cloudflare/goflow/v3,Go,Cloudflare GoFlow vulnerable to a Denial of Service in the sflow packet handling package,
GHSA-pj2c-h76w-vv6f,CVE-2022-39287,HIGH,tiny-csrf,npm,tiny-csrf has openly visible CSRF tokens,
GHSA-j4j9-7hg9-97g6,CVE-2022-36070,HIGH,poetry,PyPI,Poetry vulnerable to Untrusted Search Path leading to Local Code Execution on Windows,
GHSA-p8f7-22gq-m7j9,CVE-2022-42975,HIGH,phoenix,Hex,Phoenix before 1.6.14 mishandles check_origin wildcarding,
GHSA-3rfm-jhwj-7488,CVE-2022-37603,HIGH,loader-utils,npm,loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS) via url variable,
GHSA-pc6f-259w-w3j6,CVE-2022-36551,HIGH,label-studio,PyPI,Heartex - Label Studio Community Edition vulnerable to SSRF in the Data Import module,
GHSA-w596-4wvx-j9j6,CVE-2022-42969,HIGH,py,PyPI,ReDoS in py library when used with subversion ,
GHSA-7fj2-rrq6-rphq,CVE-2022-39296,HIGH,melisplatform/melis-asset-manager,Packagist,melisplatform/melis-asset-manager vulnerable to Path Traversal,
GHSA-x459-p2rx-f8ff,CVE-2022-21986,HIGH,Microsoft.AspNetCore.App.Runtime.win-x64,NuGet,.NET Denial of Service Vulnerability,
